"hourly_timestamp","pm1","pm10","pm25","co","no","no2","o3","country"
2024-02-01 03:00:00,71.632,151.695666666667,76.3505,NA,1.586,10.3946666666667,-1.1165,"Uganda"
2024-02-01 04:00:00,63.2566666666667,94.8228333333333,66.7183333333333,NA,1.376,26.363,2.45416666666667,"Uganda"
2024-02-01 05:00:00,55.237,74.9716666666667,57.6616666666667,NA,1.33916666666667,23.9213333333333,4.86133333333333,"Uganda"
2024-02-01 06:00:00,70.325,103.844666666667,73.3645,NA,1.68933333333333,17.9798333333333,9.872,"Uganda"
2024-02-01 07:00:00,91.3175,161.779666666667,95.0325,NA,1.7235,15.9585,7.887,"Uganda"
2024-02-01 08:00:00,101.713620689655,220.813965517241,106.53775862069,NA,1.77777777777778,22.0180555555556,6.43194444444444,"Uganda"
2024-02-01 09:00:00,131.985833333333,272.905833333333,137.967,NA,34.52,38.0890476190476,5.24428571428571,"Uganda"
2024-02-01 10:00:00,152.345333333333,237.450833333333,157.404833333333,NA,11.1366666666667,37.6338333333333,8.47983333333333,"Uganda"
2024-02-01 11:00:00,131.6045,211.271666666667,135.8485,NA,2.38766666666667,26.281,21.9348333333333,"Uganda"
2024-02-01 12:00:00,148.065833333333,234.072,152.489166666667,NA,3.07366666666667,6.9395,39.0868333333333,"Uganda"
2024-02-01 13:00:00,133.270833333333,203.042,137.447333333333,NA,2.41816666666667,4.61833333333333,50.7223333333333,"Uganda"
2024-02-01 14:00:00,102.854333333333,154.581833333333,106.559,NA,2.34033333333333,3.43583333333333,50.4506666666667,"Uganda"
2024-02-01 15:00:00,94.0711666666667,145.112,97.4285,NA,2.339,8.76183333333333,48.7088333333333,"Uganda"
2024-02-01 16:00:00,80.94,139.584666666667,84.3426666666667,NA,2.716,19.9103333333333,41.1063333333333,"Uganda"
2024-02-01 17:00:00,70.8906666666667,114.429666666667,73.952,NA,2.06633333333333,11.7045,30.0241666666667,"Uganda"
2024-02-01 18:00:00,57.7775,104.647166666667,60.767,NA,1.86333333333333,30.3838333333333,21.9253333333333,"Uganda"
2024-02-01 19:00:00,55.6548333333333,104.682,58.6553333333333,NA,1.84233333333333,7.668,13.7823333333333,"Uganda"
2024-02-01 20:00:00,63.2291666666667,121.533333333333,66.4538333333333,NA,1.849,7.67433333333333,11.2138333333333,"Uganda"
2024-02-01 21:00:00,73.5386666666667,133.320166666667,76.8981666666667,NA,1.85516666666667,6.80283333333333,8.937,"Uganda"
2024-02-01 22:00:00,69.5906666666667,110.231,72.4641666666667,NA,1.685,5.21966666666667,14.5011666666667,"Uganda"
2024-02-01 23:00:00,57.5561666666667,106.5105,60.5498333333333,NA,1.6655,4.84483333333333,14.4948333333333,"Uganda"
2024-02-02,58.6536666666667,114.168833333333,62.263,NA,1.6495,6.39366666666667,11.5011666666667,"Uganda"
2024-02-02 01:00:00,50.088,85.7923333333333,52.5743333333333,NA,1.64433333333333,15.1423333333333,13.1013333333333,"Uganda"
2024-02-02 02:00:00,61.7353333333333,116.391666666667,65.0891666666667,NA,1.65166666666667,22.6463333333333,11.3325,"Uganda"
2024-02-02 03:00:00,58.2081666666667,110.819166666667,61.6916666666667,NA,1.5485,25.0665,12.7275,"Uganda"
2024-02-02 04:00:00,46.4465,82.1438333333333,49.0708333333333,NA,1.56983333333333,23.4566666666667,13.5471666666667,"Uganda"
2024-02-02 05:00:00,48.7041666666667,81.2003333333333,51.4178333333333,NA,1.42116666666667,20.082,7.18483333333333,"Uganda"
2024-02-02 06:00:00,45.716,83.3966666666667,48.4278333333333,NA,1.39183333333333,15.4628333333333,9.894,"Uganda"
2024-02-02 07:00:00,52.8406666666667,65.2153333333333,54.8003333333333,NA,1.34416666666667,26.1436666666667,7.81783333333333,"Uganda"
2024-02-02 08:00:00,60.4901666666667,77.882,62.2271666666667,NA,1.40183333333333,28.7975,17.6005,"Uganda"
2024-02-02 09:00:00,43.6838333333333,59.8678333333333,45.0516666666667,NA,1.40233333333333,32.0865,6.01083333333333,"Uganda"
2024-02-02 10:00:00,37.7648333333333,58.1695,39.0856666666667,NA,2.098,23.2988333333333,3.0965,"Uganda"
2024-02-02 11:00:00,58.015,104.611166666667,60.0436666666667,NA,4.86966666666667,11.4825,3.79216666666667,"Uganda"
2024-02-02 12:00:00,65.3183333333333,128.817166666667,67.8988333333333,NA,7.9995,23.1808333333333,4.66916666666667,"Uganda"
2024-02-02 13:00:00,47.1798333333333,102.750666666667,49.3901666666667,NA,2.18566666666667,19.4056666666667,16.2763333333333,"Uganda"
2024-02-02 14:00:00,37.5591666666667,78.905,39.387,NA,2.45733333333333,6.97433333333333,23.5098333333333,"Uganda"
2024-02-02 15:00:00,34.543,72.2846666666667,36.4156666666667,NA,2.5325,7.38916666666667,25.3893333333333,"Uganda"
2024-02-02 16:00:00,28.7843333333333,62.7623333333333,30.7046666666667,NA,2.60133333333333,9.43183333333333,25.467,"Uganda"
2024-02-02 17:00:00,29.5526666666667,84.4351666666667,31.9971666666667,NA,3.071,15.8355,20.4906666666667,"Uganda"
2024-02-02 18:00:00,29.068,70.5751666666667,30.971,NA,1.90233333333333,23.189,18.672,"Uganda"
2024-02-02 19:00:00,41.0805,113.969666666667,43.6158333333333,NA,3.63516666666667,21.0545,8.7215,"Uganda"
2024-02-02 20:00:00,83.6058333333333,244.5665,88.8071666666667,NA,54.2166666666667,7.412,1.76916666666667,"Uganda"
2024-02-02 21:00:00,71.0693333333333,207.267,75.7253333333333,NA,24.9216666666667,7.38383333333333,0.0745,"Uganda"
2024-02-02 22:00:00,59.0948484848485,158.638484848485,62.6054545454545,NA,2.22848484848485,7.79090909090909,0.485454545454546,"Uganda"
2024-02-02 23:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 01:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 03:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 04:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 05:00:00,NA,NA,NA,NA,NA,NA,NA,"Uganda"
2024-02-03 06:00:00,24.845,57.68,27.075,NA,NA,NA,NA,"Uganda"
2024-02-03 07:00:00,36.5518333333333,70.701,38.4755,NA,1.73,7.3,-3.58,"Uganda"
